vxs,vys,vzs
-0.730501408,5.783148560000001,-7.44914856
-1.12986944,5.963644568000001,-8.287029744000002
-0.973491624,5.216107624000001,-8.008149576000001
-0.8412296480000001,3.6562435840000007,-9.143478007999999
-1.124703272,3.5075199600000007,-9.445515184000001
-1.039335864,2.869371792000001,-9.910441296000002
-0.76131888,1.341183312,-10.841919536
-0.34606230400000004,0.6900199600000001,-11.132761976000003
-0.43296164800000003,1.8718580160000002,-10.416710472000002
-0.5716343920000001,3.7084003600000006,-9.276695680000001
-0.7860082160000001,5.25668472,-8.262719864000001
-0.856255792,6.481015968000001,-7.218408344
-0.907074672,6.840285144,-6.9374239200000005
-0.897407952,6.680460472,-7.036763776000001
-0.9109989840000001,6.557960864,-7.181179320000001
-1.0891966960000001,7.712714856000001,-6.180125392000001
-0.9896651520000002,7.992072480000001,-5.65481168
-0.81472104,7.679123200000001,-6.122990216000001
-0.31649139200000004,7.346936912,-6.562363808000001
0.6579594560000002,7.406656152000002,-6.213141984
1.17705252,7.211900360000001,-7.185294928
1.7172006880000001,6.961828272,-7.072269960000001
1.8903278800000003,6.847367408000001,-7.219748592000001
1.376018784,7.041453272000001,-7.61433148
-0.01521744000000003,7.314589072000001,-7.118685112000001
-0.9921539600000001,7.661992408000001,-6.345787336000002
-1.4509550720000004,7.839808704,-5.943451080000001
-1.398413352,7.367131576000001,-6.2450108
-1.7875427360000002,7.243386192000001,-6.495945288000001
-1.6390127600000002,7.368662728,-6.2350575280000005
-1.389513776,7.486184720000001,-6.394692472000001
-1.294863024,7.415460080000001,-6.589159360000001
-1.326542112,7.273819504000001,-6.385790936000001
-1.4156413600000002,7.481304712,-6.488767768000001
-1.0436427680000002,7.200128208000001,-6.426752192
-1.0594340960000002,6.559587664,-7.161752192000002
-0.8931978720000001,6.392776768,-7.087582656
-1.025745616,6.125382984000001,-7.5185317760000006
-1.155616,5.393636192000001,-8.202905368000001
-0.990240608,4.260894568,-9.007386976000001
-0.9333931600000002,3.8094634480000003,-9.317560111999999
-1.132933312,3.7197875680000005,-9.3867536
-1.088335864,3.420812304,-9.59710864
-0.9461225760000002,3.263571696,-9.563996008
-1.0740749040000002,3.7537633840000004,-9.224537336000001
-1.1750431280000002,6.28826996,-7.285877424000001
-1.19121744,6.925651376000001,-6.795783344
-1.247490216,7.523987240000001,-6.254964856
-1.023354416,8.418238023999999,-5.3670307600000005
-0.9736833120000001,8.543226440000002,-5.230080463999999
-0.407982624,8.145771368,-5.508959064000001
0.213992016,7.418237400000001,-6.689265184
0.970238416,6.930150752,-7.045760568
0.94392032,6.578058704000001,-7.475178928
1.1175253600000001,7.2338155120000005,-6.750897776000001
0.7648594240000001,7.455943488000001,-6.438906152000001
0.49765693600000005,7.640170552000001,-6.580069272
0.46856269600000006,7.569353008,-6.4496246080000015
0.05359345600000002,7.705346432,-6.56734064
-0.522443096,7.5598775840000005,-6.265013776000001
-1.2140902480000002,7.504847840000001,-6.3647370080000005
-1.410472448,7.322436912000001,-6.345308704
-1.2422268320000003,7.3937374,-6.138303696
-1.281560112,7.47527536,-6.462448888
-1.187196304,7.184433704,-6.395839856
-1.2517006880000001,7.321480432,-6.680077488
-1.1680561200000001,6.75597104,-6.735681512
-1.313718224,6.899525360000001,-6.890242015999999
-1.3007971200000001,6.874833672,-6.900865608000002
-1.155423528,6.677015968,-7.182040152000001
-1.4435854720000003,6.387706640000001,-7.45843112
-1.2234684560000002,6.133039136000001,-7.584281544000001
-1.4034870080000001,6.096001408,-7.580836256
-1.0579978079999999,5.918568488,-7.3492344240000005
-0.9851681280000001,5.98747464,-7.490779744000001
-1.153223624,6.068439888,-7.652326472
-1.0744590640000002,6.030445288000001,-7.637397152
-1.0437368480000002,5.919812304000001,-7.547434720000001
-1.1188667840000002,6.046140184,-7.680653960000001
-1.054074672,5.7349133519999995,-7.495563712
-0.900854024,5.974554320000001,-7.822964072
-1.0810623040000003,5.731469240000001,-7.885843616000002
-1.5280908720000004,5.795398560000001,-8.255064104
-1.4167887440000002,5.5521214,-8.110743816000001
-1.3431927040000002,5.5794920160000006,-8.162616000000002
-1.404061288,5.206345648000001,-8.352203272
-1.29620288,5.136003208000001,-8.267123592
-1.3276887120000003,4.727064104000001,-8.461688088
-1.98717932,4.557286944,-8.627444112000001
-2.243663744,4.361477848,-8.730995616000001
-2.248928696,4.507426896000001,-8.753676736000001
-0.9981833120000001,5.091405760000001,-8.294494600000002
-0.9343492480000001,5.540349248,-7.932736224000001
-0.6283873680000001,5.770132200000001,-7.948718456000001
-0.90946744,5.65557608,-8.063466264
-0.885828272,5.42253992,-8.173429712
-0.992825064,5.353346040000001,-8.190082656000001
-1.120588056,5.35497284,-8.248364824000001
-1.12403256,5.109589072,-8.371057296000002
-1.2468195040000003,4.83473004,-8.527722056
-1.0895792880000001,4.961154352,-8.447331872000001
-1.1084337040000003,5.732043128000001,-7.7811427680000005
-1.13992032,6.2338148879999995,-7.40713596
-1.225287336,6.197735208000001,-7.498626800000001
-1.1803072960000003,6.208739824,-7.408474248000001
-1.170352456,6.229604416000002,-7.434505400000001
-1.129200688,6.228072480000001,-7.422064104000001
-1.1468116799999999,6.211611616,-7.405411552
-1.1605920480000003,6.226636976000001,-7.410197480000001
-1.172937304,6.229987008000001,-7.423307920000001
-1.155710472,6.226923528,-7.419384784
-1.156859032,6.210272152,-7.412876016000001
-1.1740870400000003,6.236781544,-7.423691688000001
-1.1688213040000002,6.238217048000001,-7.421873592000001
