ax, ay, az, gx, gy, gz, rx, ry, rz, lat, long, alt, time
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.509521, 0.563721, -0.639893, 0.061069, 1.877863, -1.114504, 0.537695, 0.463723, -179.985016, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.513184, 0.562256, -0.628174, 0.656489, 0.244275, -0.396947, 1.226406, 1.058749, -179.981293, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.520508, 0.554199, -0.642334, 0.396947, 1.862595, -1.038168, 1.901612, 1.656010, -179.984253, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.517090, 0.557129, -0.631836, 1.145038, 0.442748, -0.488550, 2.580377, 2.250916, -179.995468, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.513428, 0.557617, -0.643799, 0.351145, 1.770992, -0.916031, 3.255486, 2.850567, 179.986145, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.517822, 0.561279, -0.632568, 0.625954, 0.458015, -0.473282, 3.930840, 3.440103, 179.962875, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.518311, 0.557129, -0.650879, 0.488550, 1.267176, -1.022901, 4.611992, 4.046085, 179.926056, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.515381, 0.562988, -0.630371, 0.290076, 1.694656, -0.809160, 5.281802, 4.624835, 179.890717, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.511719, 0.553711, -0.636475, 0.213740, 0.091603, -0.412214, 5.959785, 5.237796, 179.836670, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.512695, 0.561768, -0.637939, -0.244275, 1.923664, -0.916031, 6.494949, 5.708796, 179.798004, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.515137, 0.553711, -0.635010, 0.717557, 0.229008, -0.610687, 7.170430, 6.306594, 179.737503, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.519287, 0.556885, -0.650146, -0.045802, 1.938931, -0.885496, 7.836639, 6.908226, 179.668137, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.514648, 0.563965, -0.623779, 1.206107, 0.366412, -0.702290, 8.504884, 7.500847, 179.596710, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.515869, 0.557373, -0.645508, 0.564885, 1.389313, -0.885496, 9.173096, 8.111452, 179.509933, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.519043, 0.563477, -0.628418, 0.473282, 0.809160, -0.839695, 9.836092, 8.698851, 179.423462, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.516602, 0.552246, -0.650146, 0.549618, 1.190840, -0.839695, 10.503785, 9.313903, 179.319031, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.516113, 0.559082, -0.641846, -0.351145, 2.274809, -1.114504, 11.024892, 9.779839, 179.243515, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.514893, 0.556641, -0.635010, 0.687023, -0.152672, -0.213740, 11.691958, 10.395060, 179.126953, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.510742, 0.555664, -0.642334, -0.641221, 2.427481, -1.068702, 12.346258, 10.994972, 179.011353, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.518799, 0.559814, -0.635254, 1.221374, 0.061069, -0.442748, 13.003126, 11.597554, 178.886047, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.518555, 0.551758, -0.650879, 0.412214, 2.030534, -1.022901, 13.654566, 12.215068, 178.748627, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.516846, 0.560547, -0.627197, 0.916031, 0.946565, -0.427481, 14.301320, 12.813962, 178.609879, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.515137, 0.549316, -0.645752, 0.183206, 1.267176, -1.007634, 14.948001, 13.442184, 178.453842, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.519531, 0.565430, -0.626221, 0.610687, 1.267176, -0.549618, 15.586262, 14.040608, 178.302841, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.515381, 0.552490, -0.653564, 0.351145, 0.854962, -0.809160, 16.228771, 14.677131, 178.129333, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.520996, 0.567871, -0.625732, 0.122137, 1.786260, -0.946565, 16.861391, 15.274972, 177.966415, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.514404, 0.563477, -0.632080, 0.412214, 0.015267, -0.442748, 17.505455, 15.911207, 177.779404, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.515869, 0.553711, -0.651123, -0.381679, 2.106870, -0.992366, 18.130241, 16.531944, 177.594131, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.519531, 0.560303, -0.629395, 0.916031, 0.335878, -0.656489, 18.762447, 17.156961, 177.398285, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.518066, 0.555420, -0.641113, 0.106870, 1.557252, -1.022901, 19.257761, 17.671135, 177.230026, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.512695, 0.568604, -0.632324, 0.473282, 0.778626, -0.519084, 19.877548, 18.289160, 177.024719, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.510010, 0.552979, -0.645996, 0.137405, 0.870229, -0.763359, 20.502964, 18.940701, 176.799911, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.520996, 0.567383, -0.632568, 0.320611, 1.541985, -0.580153, 21.116558, 19.563005, 176.578827, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.520264, 0.556396, -0.643555, 0.061069, 0.427481, -0.503817, 21.732809, 20.223726, 176.336258, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.512207, 0.559326, -0.629150, -0.091603, 2.122137, -0.946565, 22.337839, 20.856852, 176.097626, 40.438075, -79.922699, 337.870000, 23:41:1.0
0.516846, 0.562256, -0.629395, 0.473282, -0.061069, -0.549618, 22.946682, 21.522615, 175.842148, 40.438076, -79.922699, 337.880000, 23:41:2.0
