ax, ay, az, gx, gy, gz, rx, ry, rz, lat, long, alt, time
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.504150, 0.645996, -0.558105, 0.534351, 0.961832, -0.473282, 0.729791, 0.536256, -179.989761, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.503418, 0.639404, -0.576172, 0.351145, 1.435115, -0.900763, 1.314391, 0.970627, -179.986496, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.500244, 0.643311, -0.554932, 0.641221, 1.099237, -0.396947, 2.039988, 1.506861, -179.987747, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.496094, 0.636475, -0.566895, 0.381679, 1.328244, -0.900763, 2.916005, 2.155576, -179.997696, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.501953, 0.648682, -0.561768, 0.335878, 0.900763, -0.503817, 3.494148, 2.582126, 179.988800, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.499756, 0.643066, -0.569580, 0.351145, 0.824427, -0.396947, 4.224148, 3.123206, 179.962921, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.495850, 0.648682, -0.559082, 0.351145, 1.251908, -0.687023, 4.947042, 3.660006, 179.934402, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.499756, 0.638184, -0.570557, 0.564885, 0.549618, -0.778626, 5.673811, 4.202334, 179.894806, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.503174, 0.638428, -0.577393, -0.030534, 1.694656, -1.099237, 6.249009, 4.636219, 179.860718, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.503418, 0.648682, -0.560303, 0.366412, 1.282443, -0.992366, 6.968978, 5.171318, 179.811508, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.502686, 0.640625, -0.578613, 0.320611, 1.465649, -0.763359, 7.694445, 5.712685, 179.752518, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.505859, 0.644775, -0.559570, 0.519084, 1.343511, -0.351145, 8.411604, 6.251727, 179.685669, 40.448566, -79.946931, 270.630000, 23:22:59.0
0.497559, 0.639893, -0.566895, 0.229008, 0.702290, -0.381679, 9.130970, 6.797016, 179.611664, 40.448566, -79.946931, 270.630000, 23:22:59.0
0.498535, 0.645508, -0.562744, -0.198473, 1.022901, -0.610687, 9.843139, 7.335522, 179.532425, 40.448566, -79.946931, 270.630000, 23:22:59.0
0.499512, 0.639893, -0.565918, 0.167939, 0.564885, -0.488550, 10.561059, 7.881849, 179.443268, 40.448566, -79.946931, 270.630000, 23:22:59.0
0.495117, 0.642334, -0.565430, 0.229008, 1.343511, -0.656489, 11.269552, 8.423585, 179.348175, 40.448566, -79.946931, 270.630000, 23:22:59.0
0.495117, 0.640381, -0.558105, 0.748092, 1.389313, -0.625954, 11.841371, 8.858552, 179.264435, 40.448566, -79.946931, 270.630000, 23:22:59.0
0.503174, 0.639648, -0.579590, 0.076336, 1.694656, -0.854962, 12.543438, 9.411117, 179.155762, 40.448566, -79.946931, 270.630000, 23:22:59.0
0.502686, 0.643799, -0.564941, 0.793893, 1.358779, -0.824427, 13.387753, 10.062931, 179.015442, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.502686, 0.636475, -0.579346, 0.534351, 1.038168, -0.702290, 13.952544, 10.508195, 178.914124, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.504883, 0.642334, -0.563232, 0.213740, 1.236641, -0.702290, 14.646760, 11.058331, 178.784225, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.499268, 0.641357, -0.562256, 0.366412, 0.854962, -0.320611, 15.342084, 11.615522, 178.644699, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.504395, 0.641846, -0.569824, 0.274809, 1.343511, -0.900763, 16.032495, 12.168160, 178.500687, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.503906, 0.642334, -0.567627, -0.030534, 0.534351, -0.610687, 16.724409, 12.731400, 178.344711, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.506348, 0.642334, -0.568604, 0.122137, 1.664122, -0.854962, 17.404917, 13.291363, 178.183563, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.498535, 0.640137, -0.559082, 0.488550, 1.083969, -0.839695, 18.089500, 13.856112, 178.013458, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.493652, 0.651367, -0.568848, -0.519084, 1.465649, -1.129771, 18.768772, 14.427216, 177.839767, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.503418, 0.645264, -0.568604, -0.854962, 0.534351, -0.503817, 19.455727, 14.998882, 177.653214, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.502930, 0.643799, -0.559570, -0.351145, -0.488550, -0.030534, 20.137726, 15.574956, 177.459595, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.504395, 0.643799, -0.560059, 0.748092, 0.076336, -0.152672, 20.676376, 16.030100, 177.301727, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.499023, 0.640869, -0.566895, 1.541985, 0.000000, -0.580153, 21.350512, 16.614769, 177.094650, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.508301, 0.637695, -0.576172, 0.992366, 1.312977, -0.748092, 22.013596, 17.199312, 176.879028, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.498535, 0.644775, -0.557617, 1.496183, 0.977099, -0.824427, 22.679253, 17.790291, 176.654083, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.509033, 0.639648, -0.574951, 0.671756, 2.030534, -1.007634, 23.333933, 18.387260, 176.419220, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.501953, 0.645020, -0.558838, 1.618321, 1.145038, -1.145038, 23.989487, 18.985464, 176.178329, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.504639, 0.641846, -0.570068, 1.145038, 1.832061, -1.053435, 24.645184, 19.592665, 175.928513, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.501221, 0.645996, -0.563721, 0.763359, 1.618321, -1.099237, 25.289368, 20.194715, 175.670654, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.498291, 0.645020, -0.568604, 0.778626, 0.854962, -0.702290, 25.935919, 20.813461, 175.402237, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.499023, 0.639648, -0.567139, 0.580153, 0.900763, -0.748092, 26.575573, 21.429070, 175.124832, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.500244, 0.645996, -0.570312, 0.412214, 0.412214, -0.748092, 27.084749, 21.926634, 174.897430, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.505615, 0.640869, -0.574463, 0.122137, 1.343511, -0.595420, 27.720102, 22.554039, 174.604065, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.494141, 0.643066, -0.561279, 0.595420, 0.717557, -0.656489, 28.351088, 23.186457, 174.301498, 40.448568, -79.946934, 270.570000, 23:23:0.0
0.502686, 0.640137, -0.578125, 0.412214, 2.000000, -0.885496, 28.979025, 23.826084, 173.989685, 40.448570, -79.946936, 270.540000, 23:23:1.0
0.495850, 0.644531, -0.557373, 0.671756, 1.816794, -1.022901, 29.596659, 24.467815, 173.669052, 40.448570, -79.946936, 270.540000, 23:23:1.0
0.502686, 0.632568, -0.579346, 0.442748, 1.526718, -0.778626, 30.214211, 25.127665, 173.334869, 40.448570, -79.946936, 270.540000, 23:23:1.0
0.498779, 0.642578, -0.567139, 0.473282, 1.374046, -0.763359, 30.819275, 25.783318, 172.993607, 40.448570, -79.946936, 270.540000, 23:23:1.0
0.496826, 0.647461, -0.562012, 0.335878, 0.885496, -0.580153, 31.433002, 26.453592, 172.640656, 40.448570, -79.946936, 270.540000, 23:23:1.0
0.499512, 0.639648, -0.567627, -0.091603, 0.809160, -0.213740, 31.916935, 26.991507, 172.346786, 40.448570, -79.946936, 270.540000, 23:23:1.0
0.502930, 0.646240, -0.559814, 0.274809, 0.900763, -0.610687, 32.520454, 27.666765, 171.974274, 40.448570, -79.946936, 270.540000, 23:23:1.0
0.501465, 0.637939, -0.578369, -1.801527, 1.801527, -1.648855, 33.111168, 28.352179, 171.597198, 40.448570, -79.946936, 270.540000, 23:23:1.0
0.526367, 0.699707, -0.523682, 2.717557, 3.007634, -3.725191, 33.818939, 29.161446, 171.142899, 40.448572, -79.946940, 270.540000, 23:23:2.0
0.476074, 0.607422, -0.613281, -5.236641, 2.778626, 0.351145, 34.267269, 29.790369, 170.798157, 40.448572, -79.946940, 270.540000, 23:23:2.0
0.498291, 0.646484, -0.557617, -5.893130, -2.015267, 1.770992, 34.865871, 30.470779, 170.393906, 40.448572, -79.946940, 270.540000, 23:23:2.0
0.505371, 0.623047, -0.595459, -1.832061, -1.236641, 0.717557, 35.447956, 31.202732, 169.957642, 40.448572, -79.946940, 270.540000, 23:23:2.0
0.503418, 0.649170, -0.559814, -0.625954, -0.244275, 0.152672, 36.002731, 31.921907, 169.525925, 40.448572, -79.946940, 270.540000, 23:23:2.0
0.503662, 0.645752, -0.570801, -1.541985, 0.702290, -0.748092, 36.553909, 32.665672, 169.080399, 40.448572, -79.946940, 270.540000, 23:23:2.0
0.498291, 0.647461, -0.550049, 0.030534, 0.213740, -0.229008, 37.102058, 33.410557, 168.623154, 40.448572, -79.946940, 270.540000, 23:23:2.0
0.483643, 0.658691, -0.566162, 0.458015, 0.809160, -1.190840, 37.543728, 34.009819, 168.251526, 40.448572, -79.946940, 270.540000, 23:23:2.0
0.510010, 0.661377, -0.572754, 0.000000, 1.572519, -1.190840, 38.207344, 34.915005, 167.688721, 40.448571, -79.946938, 270.500000, 23:23:3.0
0.496094, 0.646729, -0.560791, 0.137405, 2.458015, -1.129771, 38.637966, 35.539108, 167.290588, 40.448571, -79.946938, 270.500000, 23:23:3.0
0.500000, 0.648926, -0.586426, -0.366412, 1.816794, -1.419847, 39.167618, 36.331074, 166.778625, 40.448571, -79.946938, 270.500000, 23:23:3.0
0.490234, 0.642090, -0.553711, -0.015267, 1.496183, -1.022901, 39.696453, 37.122387, 166.260788, 40.448571, -79.946938, 270.500000, 23:23:3.0
0.498535, 0.621338, -0.576416, 2.167939, -0.473282, -0.122137, 40.222073, 37.942585, 165.715820, 40.448571, -79.946938, 270.500000, 23:23:3.0
