ax, ay, az, gx, gy, gz, rx, ry, rz, lat, long, alt, time
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.134033, 0.575195, -0.787109, 3.236641, 0.534351, -0.946565, 1.028893, -0.242910, -179.972122, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.157715, 0.568604, -0.791260, -3.572519, 1.648855, 0.167939, 1.860846, -0.488535, -179.959061, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.148438, 0.605469, -0.810059, 1.648855, 1.938931, -1.358779, 2.727246, -0.755341, -179.933029, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.155273, 0.568848, -0.783691, 2.839695, 0.167939, -0.427481, 3.687517, -0.995747, -179.902527, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.152832, 0.564453, -0.781738, -2.396947, 1.679389, -0.702290, 4.553820, -1.265496, -179.873077, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.133789, 0.601318, -0.801025, -3.618321, -0.564885, 0.076336, 5.201184, -1.432847, -179.856781, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.160156, 0.568115, -0.779297, 3.725191, 0.335878, -1.022901, 6.175407, -1.685113, -179.807297, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.130127, 0.593262, -0.796875, -5.236641, 0.641221, -0.687023, 7.002672, -1.944359, -179.771927, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.155273, 0.612305, -0.809326, 7.175572, 1.877863, -1.099237, 7.928181, -2.201122, -179.722031, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.146484, 0.556152, -0.778809, -2.854962, -0.534351, 0.015267, 8.863498, -2.461863, -179.667343, 40.450735, -79.947655, 258.010000, 22:49:24.0
-0.148926, 0.596924, -0.800049, -0.977099, 2.106870, -0.473282, 9.656887, -2.718777, -179.627518, 40.450735, -79.947655, 258.010000, 22:49:24.0
-0.141846, 0.591797, -0.795410, 2.015267, -0.137405, -1.129771, 10.584874, -2.972994, -179.563629, 40.450735, -79.947655, 258.010000, 22:49:24.0
