ax, ay, az, gx, gy, gz, rx, ry, rz, lat, long, alt, time, velocity
0.446777,0.037354,0.913086,0.366412,1.251908,-0.839695,2.135085,26.174423,-179.005341,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
0.443359,0.037354,0.912109,0.167939,1.404580,-0.732824,2.098355,25.839069,-178.989044,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
0.443359,0.037354,0.912109,0.244275,1.282443,-0.671756,2.121207,26.004591,-178.993393,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
0.440918,0.038818,0.913086,0.488550,1.099237,-0.870229,2.173791,25.839994,-178.985062,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
0.440918,0.038818,0.913086,0.381679,1.236641,-0.702290,2.219851,25.678102,-178.977112,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
0.445312,0.035400,0.910889,0.274809,1.206107,-0.687023,2.064635,25.970301,-178.984772,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
0.445312,0.035400,0.910889,0.137405,1.374046,-0.763359,1.956455,26.103346,-178.987167,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
0.445312,0.035400,0.910889,0.366412,1.099237,-0.778626,2.067904,25.970314,-178.980453,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
0.443359,0.033447,0.909424,0.030534,1.022901,-0.717557,1.887725,25.986586,-178.978638,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
0.443359,0.033447,0.909424,0.381679,1.038168,-0.916031,2.006710,26.062840,-178.978760,40.449667,-79.949384,316.880000,1:54:30.0,0.020578
