ax, ay, az, gx, gy, gz, rx, ry, rz, lat, long, alt, time
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.129395, 0.616211, -0.771973, 3.969466, 1.328244, -1.480916, 0.949385, -0.222660, -179.977081, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.110107, 0.605713, -0.765381, -4.061069, 0.534351, 0.351145, 1.664425, -0.384381, -179.964081, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.107178, 0.632568, -0.774414, 0.045802, -0.106870, -0.030534, 2.517474, -0.559063, -179.949829, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.108398, 0.604492, -0.756348, -3.175573, 0.290076, -0.381679, 3.656765, -0.811311, -179.918289, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.109131, 0.628174, -0.770996, -6.610687, -0.809160, 0.106870, 4.307950, -0.961918, -179.901947, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.117188, 0.615234, -0.771484, 5.404580, 1.557252, -0.702290, 5.470093, -1.213653, -179.858353, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.120850, 0.608643, -0.764648, -3.328244, 0.503817, -0.442748, 6.163173, -1.369006, -179.837189, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.129150, 0.627197, -0.774414, 2.992366, 2.778626, -1.633588, 7.043427, -1.578577, -179.798401, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.124756, 0.621094, -0.777344, 1.328244, 1.923664, -1.572519, 7.962821, -1.769705, -179.757401, 0.000000, 0.000000, 0.000000, 0:0:0.0
-0.131592, 0.619629, -0.768799, 2.854962, 1.816794, -1.374046, 8.882053, -1.985152, -179.710037, 40.450745, -79.947673, 277.300000, 23:5:1.0
-0.112061, 0.611328, -0.773926, -3.480916, 0.183206, -0.015267, 9.771821, -2.192395, -179.666473, 40.450745, -79.947673, 277.300000, 23:5:1.0
-0.126221, 0.630127, -0.774902, 2.534351, 0.351145, -0.793893, 10.615246, -2.376993, -179.626419, 40.450745, -79.947673, 277.300000, 23:5:1.0
-0.115234, 0.607910, -0.766357, 1.297710, 0.625954, -0.091603, 11.576303, -2.590740, -179.570862, 40.450745, -79.947673, 277.300000, 23:5:1.0
-0.113525, 0.623291, -0.768066, -5.221374, -0.213740, -0.015267, 12.363155, -2.783368, -179.531082, 40.450745, -79.947673, 277.300000, 23:5:1.0
-0.112793, 0.627686, -0.771973, 5.801527, 2.748092, -1.603053, 13.101439, -2.959042, -179.478683, 40.450745, -79.947673, 277.300000, 23:5:1.0
-0.130371, 0.610840, -0.770752, -0.183206, 1.251908, -0.427481, 14.022577, -3.174807, -179.416031, 40.450745, -79.947673, 277.300000, 23:5:1.0
-0.123779, 0.623535, -0.771484, 2.305344, 1.648855, -1.099237, 15.056071, -3.446383, -179.334457, 40.450744, -79.947672, 277.290000, 23:5:2.0
-0.101807, 0.624512, -0.771973, 0.625954, 0.732824, -0.198473, 15.796638, -3.627670, -179.276382, 40.450744, -79.947672, 277.290000, 23:5:2.0
-0.128662, 0.620117, -0.766846, -0.061069, 0.427481, -0.412214, 16.687153, -3.852944, -179.200928, 40.450744, -79.947672, 277.290000, 23:5:2.0
-0.111816, 0.614014, -0.771729, -4.732824, -0.427481, -0.305344, 17.562155, -4.076477, -179.125671, 40.450744, -79.947672, 277.290000, 23:5:2.0
-0.113037, 0.626221, -0.777344, -0.870229, -0.076336, -0.549618, 18.383341, -4.270534, -179.063156, 40.450744, -79.947672, 277.290000, 23:5:2.0
-0.130615, 0.610352, -0.767822, 1.450382, 0.961832, -0.519084, 19.322453, -4.510383, -178.970337, 40.450744, -79.947672, 277.290000, 23:5:2.0
-0.113525, 0.622314, -0.764648, -5.358778, 0.335878, -0.259542, 20.097849, -4.711216, -178.908096, 40.450744, -79.947672, 277.290000, 23:5:2.0
-0.120117, 0.632080, -0.772217, 7.664122, 2.977099, -1.526718, 21.011698, -4.959057, -178.807510, 40.450744, -79.947672, 277.290000, 23:5:2.0
-0.114746, 0.604248, -0.760742, -1.328244, 1.511450, -1.129771, 21.923018, -5.201811, -178.705048, 40.450744, -79.947672, 277.290000, 23:5:2.0
-0.112305, 0.625977, -0.776611, 2.351145, 2.870229, -1.526718, 22.758301, -5.446455, -178.609512, 40.450744, -79.947672, 277.290000, 23:5:2.0
