ax, ay, az, gx, gy, gz, rx, ry, rz, lat, long, alt, time, velocity
0.443359,0.033936,0.911865,0.183206,1.419847,-0.900763,2.006290,26.009407,-179.399979,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.443359,0.033936,0.911865,0.351145,1.206107,-0.778626,1.880482,25.890747,-179.393890,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.442383,0.036133,0.910156,0.320611,0.854962,-0.839695,2.062182,25.921604,-179.392624,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.442383,0.036133,0.910156,0.366412,1.053435,-0.549618,1.894413,25.923450,-179.391510,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.441895,0.035645,0.912598,0.396947,1.267176,-0.809160,1.974531,25.782711,-179.382431,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.441895,0.035645,0.912598,0.244275,1.282443,-0.748092,2.077949,25.921829,-179.385300,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.441895,0.035645,0.912598,0.320611,1.099237,-0.671756,1.977632,25.784319,-179.378693,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.443848,0.031982,0.911133,0.106870,1.282443,-0.824427,1.860957,25.909590,-179.380325,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.439941,0.033447,0.914062,0.122137,1.251908,-0.625954,1.813447,25.879360,-179.375610,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.439941,0.033447,0.914062,0.213740,1.190840,-0.687023,1.880479,25.719183,-179.368454,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.439941,0.033447,0.914062,0.534351,1.099237,-1.053435,1.941121,25.579872,-179.361023,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.438721,0.041504,0.907715,0.274809,1.190840,-0.687023,2.261501,25.737638,-179.363586,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.438721,0.041504,0.907715,0.274809,1.190840,-0.687023,2.261501,25.737638,-179.363586,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.441895,0.036133,0.914551,0.503817,1.206107,-0.687023,2.086297,25.773611,-179.363541,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.441162,0.036377,0.912354,0.366412,1.236641,-0.900763,2.098699,25.795881,-179.359818,40.449753,-79.949766,313.510000,1:50:37.0,0.164622
0.441162,0.036377,0.912354,0.366412,1.236641,-0.900763,2.098699,25.795881,-179.359818,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441162,0.036377,0.912354,0.458015,1.022901,-0.488550,2.104782,25.792467,-179.357391,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.442139,0.036133,0.911621,0.412214,1.206107,-0.625954,1.998644,25.927473,-179.360916,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.442139,0.036133,0.911621,0.412214,1.038168,-0.839695,1.999826,25.925777,-179.356293,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.440430,0.035889,0.912842,0.259542,1.053435,-0.656489,2.028467,25.757998,-179.348572,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.440430,0.035889,0.912842,0.244275,1.175573,-0.778626,2.102504,25.863232,-179.348221,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.440186,0.040771,0.907959,0.198473,1.038168,-0.793893,2.287590,25.860210,-179.345749,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.440186,0.040771,0.907959,0.167939,1.236641,-0.580153,2.467674,25.885748,-179.345215,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441406,0.038574,0.910645,0.320611,0.992366,-0.870229,2.289210,25.865608,-179.341965,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441406,0.038574,0.910645,0.198473,1.374046,-0.778626,2.294016,25.867052,-179.337646,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441895,0.034912,0.910400,0.091603,1.175573,-0.702290,2.113171,25.876167,-179.335815,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441895,0.034912,0.910400,0.290076,1.160305,-0.656489,1.933781,25.891426,-179.334671,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441895,0.034912,0.910400,0.259542,1.145038,-0.793893,2.117346,25.886383,-179.332230,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.447021,0.037598,0.910400,0.229008,1.236641,-0.595420,2.122334,26.050261,-179.336792,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.447021,0.037598,0.910400,0.488550,1.389313,-0.625954,2.125061,26.216017,-179.341827,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.440918,0.039551,0.908691,0.045802,1.236641,-0.687023,2.239261,25.889727,-179.325989,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.440918,0.039551,0.908691,0.259542,1.236641,-0.625954,2.281389,25.788652,-179.320343,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.443115,0.035156,0.910400,0.259542,1.358779,-0.854962,2.126459,25.871292,-179.321152,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.443115,0.035156,0.910400,0.045802,1.145038,-0.580153,1.972095,25.958937,-179.322479,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.443115,0.035156,0.910400,0.229008,1.267176,-0.946565,2.127915,25.901031,-179.317551,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.439697,0.036621,0.906738,0.137405,1.221374,-0.793893,2.133774,25.902020,-179.312927,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441162,0.035889,0.910889,0.412214,1.129771,-0.763359,1.985069,25.809734,-179.307724,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441162,0.035889,0.910889,0.351145,1.267176,-0.824427,2.134628,25.909473,-179.309158,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441162,0.035889,0.910889,0.229008,1.343511,-0.870229,1.990591,25.809517,-179.302994,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.442871,0.033447,0.911621,0.473282,1.099237,-0.671756,1.867921,25.930843,-179.305679,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.442871,0.033447,0.911621,0.381679,1.465649,-0.732824,1.990282,25.815166,-179.299088,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441895,0.039062,0.911865,0.244275,1.435115,-0.809160,2.043734,25.886387,-179.297424,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441895,0.039062,0.911865,0.335878,1.022901,-0.854962,2.225303,25.847988,-179.293625,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.441895,0.039062,0.911865,0.137405,1.129771,-0.885496,2.060848,25.908367,-179.293137,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.444824,0.034424,0.912598,0.427481,1.038168,-0.870229,2.063001,25.914003,-179.288498,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.442383,0.035400,0.911377,0.396947,1.160305,-0.687023,1.899494,25.850838,-179.284668,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.442383,0.035400,0.911377,0.320611,1.343511,-0.763359,2.069753,25.913710,-179.284866,40.449753,-79.949766,313.510000,1:50:37.0,0.390978
0.442871,0.037842,0.911377,0.274809,1.251908,-0.702290,2.080838,25.896315,-179.280548,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.442871,0.037842,0.911377,0.534351,1.221374,-0.656489,2.255745,25.953245,-179.281464,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.442871,0.037842,0.911377,0.167939,1.251908,-0.763359,2.086826,25.895468,-179.276993,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440918,0.031006,0.909424,0.152672,1.190840,-0.854962,1.907494,25.874250,-179.273621,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440918,0.031006,0.909424,0.167939,1.389313,-0.580153,1.907996,25.892607,-179.270737,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440430,0.040283,0.909180,0.167939,1.175573,-0.641221,2.091010,25.865681,-179.267914,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440430,0.040283,0.909180,0.335878,0.885496,-0.732824,2.275291,25.844183,-179.265167,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.444824,0.034912,0.911133,0.259542,1.145038,-0.687023,2.121991,25.930552,-179.266678,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.444824,0.034912,0.911133,0.488550,1.343511,-0.717557,1.985050,26.090109,-179.268387,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440430,0.038818,0.909180,0.244275,1.190840,-0.503817,2.101744,25.954956,-179.262299,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440430,0.038818,0.909180,0.473282,1.114504,-0.778626,2.220888,25.822363,-179.255432,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440430,0.038818,0.909180,0.183206,0.961832,-0.885496,2.104034,25.956127,-179.257812,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440674,0.038818,0.909180,0.274809,1.053435,-0.763359,2.227999,25.828573,-179.250824,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440674,0.038818,0.909180,0.396947,1.145038,-0.641221,2.228665,25.826668,-179.248077,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.441895,0.036865,0.910156,0.213740,1.435115,-0.809160,2.068060,25.901443,-179.248596,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.441895,0.036865,0.910156,0.351145,1.160305,-0.900763,2.234719,25.859734,-179.244537,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.442139,0.037598,0.911133,0.198473,1.190840,-0.809160,2.059022,25.896967,-179.243561,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.442139,0.037598,0.911133,-0.045802,1.114504,-0.961832,2.061286,25.894897,-179.238281,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440918,0.036621,0.911621,0.320611,1.251908,-0.870229,2.081686,25.728010,-179.229797,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440918,0.036621,0.911621,0.442748,1.236641,-0.595420,2.061191,25.894026,-179.234650,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440918,0.036621,0.911621,0.366412,1.282443,-0.793893,2.081990,25.727213,-179.226532,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.444580,0.037109,0.911865,0.244275,1.190840,-0.610687,2.091741,25.891153,-179.230957,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.444580,0.037109,0.911865,0.290076,1.099237,-0.793893,2.089419,25.892773,-179.226059,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.446289,0.038330,0.912842,0.381679,1.038168,-0.748092,2.160341,26.045340,-179.229904,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.446289,0.038330,0.912842,0.488550,1.190840,-0.763359,2.148891,26.212387,-179.234543,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.441406,0.037598,0.911377,0.381679,1.267176,-0.839695,2.141298,26.041243,-179.225922,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.441406,0.037598,0.911377,0.183206,1.267176,-0.839695,2.106232,25.716536,-179.208908,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440430,0.034912,0.912109,0.366412,1.328244,-0.595420,1.941889,25.783894,-179.209991,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440430,0.034912,0.912109,0.396947,1.435115,-0.824427,2.112714,25.728571,-179.205933,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.440430,0.034912,0.912109,0.396947,1.343511,-0.839695,1.942340,25.780279,-179.205643,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.442871,0.037354,0.913574,0.320611,1.160305,-0.809160,2.120950,26.011114,-179.209930,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.442871,0.037354,0.913574,0.305344,1.236641,-0.809160,2.107364,25.842253,-179.201447,40.449751,-79.949772,313.490000,1:50:38.0,0.360111
0.443115,0.035645,0.911621,0.458015,1.053435,-0.961832,1.974860,25.954859,-179.202988,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443115,0.035645,0.911621,0.244275,1.190840,-0.824427,2.108901,25.842054,-179.196564,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.445068,0.035645,0.909912,0.458015,1.328244,-0.809160,1.978291,26.151945,-179.203491,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.445068,0.035645,0.909912,0.335878,1.267176,-0.870229,2.045044,25.993887,-179.195541,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440674,0.037354,0.912598,0.244275,1.114504,-0.824427,2.095174,25.828688,-179.187119,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440674,0.037354,0.912598,0.412214,1.038168,-0.793893,2.141557,25.668825,-179.179169,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443359,0.040039,0.911865,0.381679,1.053435,-0.564885,2.250156,25.917728,-179.185364,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443359,0.040039,0.911865,0.198473,1.099237,-0.748092,2.372372,26.050650,-179.188614,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443359,0.040039,0.911865,0.167939,1.145038,-0.656489,2.258525,25.920918,-179.181442,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.441895,0.035400,0.912598,0.290076,1.038168,-0.702290,2.089978,25.861526,-179.177307,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.439697,0.038818,0.911621,0.137405,1.312977,-0.687023,2.098948,25.765459,-179.170471,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.439697,0.038818,0.911621,0.244275,1.129771,-0.702290,2.280448,25.730822,-179.167191,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.439697,0.038818,0.911621,0.244275,1.251908,-0.687023,2.103957,25.764561,-179.166641,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443604,0.034180,0.909668,0.305344,1.312977,-0.641221,2.002716,25.900030,-179.169952,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443604,0.034180,0.909668,0.335878,1.160305,-0.870229,2.002432,25.899260,-179.166199,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.438965,0.036133,0.909424,0.335878,1.450382,-0.671756,2.059412,25.735636,-179.158707,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.438965,0.036133,0.909424,0.167939,1.129771,-0.625954,2.000584,25.900143,-179.162796,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.438965,0.036133,0.909424,0.320611,1.221374,-0.610687,2.059080,25.737974,-179.155518,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.444824,0.037354,0.910645,0.183206,1.328244,-0.534351,2.116560,26.062483,-179.164062,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443604,0.032227,0.909668,0.396947,1.145038,-0.610687,1.942658,26.018290,-179.161148,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443604,0.032227,0.909668,0.183206,1.083969,-0.778626,1.766993,25.981440,-179.157608,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443604,0.032227,0.909668,0.229008,1.251908,-0.564885,1.945489,26.023638,-179.157516,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.444092,0.036377,0.914551,0.259542,1.190840,-0.580153,2.057912,25.886961,-179.151215,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.444092,0.036377,0.914551,0.183206,1.358779,-0.809160,2.056095,25.887241,-179.146393,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442383,0.034180,0.907715,0.305344,1.358779,-0.885496,1.919434,25.994291,-179.147675,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442383,0.034180,0.907715,0.290076,1.190840,-0.900763,2.060452,25.903849,-179.141937,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440186,0.037109,0.909668,0.412214,0.977099,-0.748092,2.139576,25.751118,-179.134445,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440186,0.037109,0.909668,0.183206,1.160305,-0.610687,2.059728,25.902040,-179.138321,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443848,0.034912,0.912354,0.290076,1.160305,-0.763359,2.026750,25.876808,-179.133728,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443848,0.034912,0.912354,0.305344,1.007634,-0.854962,1.912937,26.007488,-179.135864,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443848,0.034912,0.912354,0.244275,1.129771,-0.702290,2.027498,25.875013,-179.129318,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440430,0.035889,0.912598,0.458015,1.358779,-0.610687,2.030525,25.705530,-179.122055,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440430,0.035889,0.912598,0.152672,1.236641,-0.854962,2.031583,25.706209,-179.117630,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.446289,0.038330,0.909912,0.305344,1.175573,-0.900763,2.085540,25.862747,-179.120758,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.446289,0.038330,0.909912,0.320611,1.175573,-0.534351,2.136583,26.020361,-179.125427,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442871,0.035645,0.907471,0.320611,1.160305,-0.702290,2.066726,26.054028,-179.122650,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442871,0.035645,0.907471,0.641221,1.297710,-0.702290,1.943868,25.937569,-179.117325,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442627,0.035400,0.907715,0.259542,1.114504,-0.702290,2.077151,26.052830,-179.119492,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442627,0.035400,0.907715,0.381679,1.374046,-0.931298,1.947825,25.938864,-179.112976,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.445557,0.034668,0.909668,0.351145,1.312977,-0.809160,1.908547,26.108206,-179.114288,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.445557,0.034668,0.909668,0.320611,0.946565,-0.809160,2.085152,26.061987,-179.110458,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.445557,0.034668,0.909668,0.244275,1.038168,-0.656489,1.910606,26.105227,-179.110199,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.441895,0.036621,0.910889,0.106870,1.267176,-0.763359,2.011708,25.960089,-179.102798,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.441895,0.036621,0.910889,0.320611,1.038168,-0.900763,2.014137,25.958582,-179.098541,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.447998,0.039551,0.913818,0.366412,1.328244,-0.641221,2.158079,26.059286,-179.100769,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.447998,0.039551,0.913818,0.427481,1.328244,-0.885496,2.296308,26.169777,-179.102875,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.441895,0.036865,0.913574,0.076336,1.175573,-0.564885,2.209837,26.020597,-179.095245,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.441895,0.036865,0.913574,0.137405,1.221374,-0.763359,2.027923,25.733198,-179.080536,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440430,0.035889,0.909180,0.229008,0.931298,-0.641221,2.038818,25.900290,-179.084747,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440430,0.035889,0.909180,0.259542,1.236641,-0.778626,2.026448,25.736504,-179.076721,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440430,0.035889,0.909180,0.412214,1.221374,-0.824427,2.040866,25.902313,-179.080566,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440918,0.035645,0.910889,0.305344,1.358779,-0.900763,2.042092,25.901966,-179.075562,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440918,0.035645,0.910889,0.274809,1.312977,-0.671756,1.990132,25.743212,-179.068176,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443359,0.036377,0.910400,0.458015,1.007634,-0.870229,2.042000,25.901943,-179.071625,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.443359,0.036377,0.910400,0.274809,1.083969,-0.656489,2.082998,26.066801,-179.075882,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442383,0.036621,0.910889,0.183206,1.129771,-0.961832,2.072696,25.898129,-179.066727,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442383,0.036621,0.910889,0.488550,1.114504,-0.854962,2.022705,26.036243,-179.069656,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.444092,0.034424,0.907959,0.244275,1.129771,-0.641221,1.984316,26.012800,-179.065125,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.444092,0.034424,0.907959,0.259542,1.053435,-1.007634,1.887498,26.156231,-179.067001,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.444092,0.034424,0.907959,0.442748,1.297710,-0.870229,1.985525,26.010681,-179.059860,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442139,0.033936,0.912842,0.519084,1.145038,-0.854962,1.924581,25.852264,-179.052399,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442139,0.033936,0.912842,0.244275,1.145038,-0.671756,1.950738,25.873907,-179.048935,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442383,0.036133,0.913818,0.488550,1.236641,-0.732824,2.114197,25.791418,-179.044373,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.442383,0.036133,0.913818,0.320611,1.190840,-0.702290,1.955684,25.871521,-179.045441,40.449745,-79.949776,313.490000,1:50:39.0,0.360111
0.440186,0.038330,0.913086,0.106870,1.312977,-0.732824,2.262490,25.678530,-179.033173,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.440186,0.038330,0.913086,0.442748,1.221374,-0.931298,2.110969,25.767897,-179.034225,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.444092,0.037109,0.911621,0.625954,1.129771,-0.748092,2.101433,25.932575,-179.038895,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.444092,0.037109,0.911621,0.412214,1.099237,-0.671756,2.076732,26.103117,-179.043625,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.438965,0.035156,0.913330,0.106870,1.083969,-0.625954,2.036966,25.777725,-179.027435,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.438965,0.035156,0.913330,0.381679,1.068702,-0.641221,1.968831,25.623152,-179.020493,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.438965,0.035156,0.913330,0.381679,1.083969,-0.839695,2.033322,25.783691,-179.023926,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.440674,0.035645,0.912109,0.396947,1.206107,-0.793893,1.864119,25.809401,-179.022812,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.443604,0.030762,0.910400,0.488550,1.374046,-0.717557,1.899539,25.869820,-179.021820,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.443604,0.030762,0.910400,0.335878,1.328244,-0.656489,1.752936,25.965288,-179.023270,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.443604,0.030762,0.910400,0.198473,1.221374,-0.839695,1.623002,26.086090,-179.024353,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.445557,0.035645,0.909424,0.488550,1.083969,-0.702290,1.808682,26.089035,-179.022888,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.445557,0.035645,0.909424,0.320611,1.465649,-0.809160,2.168979,26.143230,-179.021057,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.441406,0.038574,0.910400,0.519084,1.007634,-0.748092,2.180355,25.973301,-179.012939,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.441406,0.038574,0.910400,0.244275,1.328244,-0.748092,2.186047,25.804146,-179.004364,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.441406,0.038574,0.910400,0.259542,1.496183,-0.580153,2.178484,25.971708,-179.009399,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.443604,0.037354,0.915771,0.320611,1.236641,-0.549618,2.093230,25.823807,-179.002609,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.443604,0.034424,0.915283,0.274809,1.038168,-0.549618,2.009462,25.894930,-179.001862,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.443604,0.034424,0.915283,0.442748,1.206107,-0.763359,1.857455,25.809917,-178.997162,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.443604,0.034424,0.915283,0.366412,1.190840,-0.717557,2.014644,25.897274,-178.998352,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.444824,0.032959,0.909668,0.412214,1.022901,-0.900763,1.896922,26.022064,-179.000259,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.444824,0.032959,0.909668,0.106870,1.236641,-0.687023,1.776775,26.150431,-179.002289,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
0.439209,0.040527,0.910889,0.335878,1.175573,-0.534351,2.045018,25.914017,-178.991058,40.449741,-79.949778,313.480000,1:50:40.0,0.349822
