ax, ay, az, gx, gy, gz, rx, ry, rz, lat, long, alt, time
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.564209, 0.541748, -0.611572, 0.442748, 0.870229, -0.900763, 0.643909, 0.636163, -179.987228, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.560791, 0.531738, -0.619873, 0.000000, 1.679389, -0.778626, 1.280592, 1.274985, -179.984192, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.566406, 0.540039, -0.612305, 0.900763, 0.900763, -0.458015, 1.919537, 1.910293, -179.987747, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.561035, 0.536377, -0.625000, 0.900763, 1.221374, -1.267176, 2.559166, 2.552476, 179.999207, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.556641, 0.541016, -0.617432, 0.717557, 1.190840, -0.671756, 3.069790, 3.052427, 179.987595, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.561035, 0.531738, -0.625488, 0.015267, 0.961832, -0.763359, 3.838250, 3.821922, 179.954376, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.556152, 0.530518, -0.617676, 0.335878, 1.587786, -0.946565, 4.346134, 4.324193, 179.932556, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.557373, 0.529785, -0.622803, 0.396947, 0.519084, -0.473282, 4.985712, 4.964625, 179.890594, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.560547, 0.537842, -0.620850, 0.137405, 1.419847, -0.916031, 5.617786, 5.602625, 179.844803, 0.000000, 0.000000, 0.000000, 0:0:0.0
0.564697, 0.543701, -0.615723, 0.931298, 0.793893, -0.519084, 6.250610, 6.236773, 179.790359, 40.438115, -79.919624, 322.330000, 23:35:37.0
0.563477, 0.528076, -0.620850, 0.839695, 1.770992, -0.946565, 6.880371, 6.878304, 179.726608, 40.438115, -79.919624, 322.330000, 23:35:37.0
0.563965, 0.538086, -0.615479, 0.763359, 0.687023, -0.702290, 7.506852, 7.514084, 179.658203, 40.438115, -79.919624, 322.330000, 23:35:37.0
0.560059, 0.534180, -0.621826, 0.290076, 1.419847, -1.053435, 8.138846, 8.153192, 179.581665, 40.438115, -79.919624, 322.330000, 23:35:37.0
0.562744, 0.542969, -0.614258, 0.091603, 1.053435, -0.549618, 8.764626, 8.785337, 179.499176, 40.438115, -79.919624, 322.330000, 23:35:37.0
0.561035, 0.531494, -0.617188, -0.015267, 0.702290, -0.656489, 9.266626, 9.304689, 179.423782, 40.438115, -79.919624, 322.330000, 23:35:37.0
0.556396, 0.539551, -0.617188, 0.366412, 1.633588, -1.038168, 10.014456, 10.067066, 179.309891, 40.438124, -79.919605, 321.520000, 23:35:38.0
0.559082, 0.530029, -0.619385, 0.366412, 0.427481, -0.442748, 10.638817, 10.717449, 179.200470, 40.438124, -79.919605, 321.520000, 23:35:38.0
0.555176, 0.535889, -0.622803, 0.274809, 1.419847, -0.763359, 11.130215, 11.232289, 179.108810, 40.438124, -79.919605, 321.520000, 23:35:38.0
